"","Year","Area","Session","Chair","Title","Authors","Abstract"
"5047",2014,"Modeling and Analysis of Semiconductor Manufacturing","Production Control III","Young Jae Jang (KAIST)","Parallel Simulation-Based Optimization on Scheduling of a Semiconductor Manufacturing System","Yumin Ma, Fei Qiao, Wei Yu and Jianfeng Lu (Tongji University)","As an important and challenging problem, the scheduling of semiconductor manufacturing is a hot topic in both engineering and academic fields. Its purpose is to satisfy production constraints on both production process and resources, as well as optimizing some performance indexes like cycle-time, movement, etc. However, due to its complexities, it is hard to describe the scheduling process with a mathematical model, or to use conventional methods to optimize its scheduling problem. A Simulation approach is proposed to optimize the scheduling of a semiconductor manufacturing system, i.e., a simulation-based optimization (SBO) approach. Because the high computational cost of SBO approach could hinder its application in the real production line, a parallel/distributed architecture is discussed to improve its efficiency. Using genetic algorithm (GA) as an optimization algorithm, the proposed parallel-SBO based scheduling approach for semiconductor manufacturing system is tested for its feasibility and effectiveness."
"5048",2014,"Modeling and Analysis of Semiconductor Manufacturing","Production Control III","Young Jae Jang (KAIST)","Large-Scale Simulation-Based Optimization of Semiconductor Dispatching Rules","Torsten Hildebrandt and Debkalpa Goswami (Bremer Institut für Produktion und Logistik GmbH (BIBA) at the University of Bremen) and Michael Feitag (ArcelorMittal Bremen)","Developing dispatching rules for complex production systems such as semiconductor manufacturing is an involved task usually performed manually. In a tedious trial-and-error process, a human expert attempts to improve existing rules, which are evaluated using discrete-event simulation. A significant improvement in this task can be achieved by coupling a discrete-event simulator with heuristic optimization algorithms. In this paper we show that this approach is feasible for large manufacturing scenarios as well, and it is also useful to quantify the value of information for the scheduling process. Using the objective of minimizing the mean cycle time of lots, we show that rules created automatically using Genetic Programming (GP) can clearly outperform standard rules. We compare their performance to manually developed rules from the literature."
"5049",2014,"Modeling and Analysis of Semiconductor Manufacturing","Yield Analytics I","James R. Morrison (KAIST)","Inventory Survival Analysis for Semiconductor Memory Manufacturing","Jei-Zheng Wu (Soochow University) and Hui-Chun Yu and Chen-Fu Chien (National Tsing Hua University)","The high variety of and intermittent demand for semiconductor memory products frequently limits the use of forecast error normalization in estimating inventory. Inventory turnover is a practical performance indicator that is used to calculate the number of days for which a company retains inventory before selling a product. Although previous studies on inventory level settings have primarily applied information regarding demand variability and forecast error, few studies have investigated the inventory turnover for inventory decisions. Inventory turnover data are time scaled, suited for a small sample, and right censored to fit the input of survival analysis. In this study, a model in which inventory turnover and survival analysis were integrated was developed to estimate the production inventory survival function used to determine inventory level. Data analysis results based on real settings indicated the viability of using inventory survival analysis to determine semiconductor memory inventory level settings."
"5050",2014,"Modeling and Analysis of Semiconductor Manufacturing","Yield Analytics I","James R. Morrison (KAIST)","Survey of Recent Advanced Statistical Models for Early Life Failure Probability Assessment in Semiconductor Manufacturing","Daniel Kurz (AAU Klagenfurt), Horst Lewitschnig (Infineon Technologies Austria AG) and Jürgen Pilz (AAU Klagenfurt)","In semiconductor manufacturing, early life failures have to be screened out before delivery. This is achieved by means of burn-in. With the aim to prove a target reliability level and release burn-in testing of the whole population, a burn-in study is performed, in which a large number of items is investigated for early life failures. However, from a statistical point of view, there is substantial potential for improvement with respect to the modeling of early life failure probabilities by considering further available information in addition to the performed burn-in studies. In this paper, we provide ideas on how advanced statistics can be applied to efficiently reduce the efforts of burn-in studies. These ideas involve scaling the failure probability with respect to the sizes of the different products, as well as taking advantage of synergies between different chip technologies within the estimation of the chips' failure probability level."
"5051",2014,"Modeling and Analysis of Semiconductor Manufacturing","Yield Analytics I","James R. Morrison (KAIST)","Modeling Fatigue Life of Power Semiconductor Devices with e-N Fields","Olivia Bluder, Kathrin Plankensteiner, Michael Nelhiebel, Walther Heinz and Christian Leitner (KAI- Kompetenzzentrum für Automobil- und Industrieelektronik GmbH)","In this study, fatigue life of power semiconductor devices is measured in cycles to failure during an accelerated stress test in a climate chamber. The tested devices fail mainly in a short circuit event and their physical inspection reveals cracks in the power metallization. Commonly, the time till fracture of macroscopic metal layers is modeled with S-N or e-N fields, this means that the lifetime (N) depends on the mechanical stress (S) or the strain (e), respectively. Metal layers of semiconductor devices are microscopic (=20um) and, in general, their ageing mechanisms are different than for macroscopic layers, nevertheless the application of the macroscopic based e-N model to semiconductor lifetime data shows good results. The parameter estimates are not only mathematically but also physically plausible, which indicates that fatigue life due to micro-mechanisms can be described by parameters representing the mechanical load (strain) in the device."
"5052",2014,"Modeling and Analysis of Semiconductor Manufacturing","Simulation Applications in Semiconductor Manufacturing","Gerald Weigert (TUD/IAVT)","On the Use of Simulation in Support of Capital Utilization","Dean Israel Grosbard and Adar Kalir (Intel Corporation)","This paper provides a modeling approach for dealing with the challenging question of trade-off between capital utilization and production efficiency in semiconductor manufacturing where the ultimate goal is of maximum output at maximum velocity and minimum cost.  Full fab simulation is used iteratively between models of “horizontal” and “vertical” simulations in order to rapidly generate results for different possible states of the fab with varying capital costs, matched cycle time (CT), and fixed throughput rate, so as to determine the most efficient operating condition for the fab with respect to cost, CT, and output."
"5053",2014,"Modeling and Analysis of Semiconductor Manufacturing","Simulation Applications in Semiconductor Manufacturing","Gerald Weigert (TUD/IAVT)","Automated Planning and Creation of Simulation Experiments with a Domain Specific Ontology for Semiconductor Manufacturing AMHS","Thomas Wagner, André Gellrich, Clemens Schwenke and Klaus Kabitzsch (Dresden University of Technology) and Germar Schneider (Infineon Technologies Dresden GmbH)","To successfully manufacture logic and power semiconductors in existing high mix semiconductor factories, fast ramp up phases and frequent product changes are necessary. Especially for power semiconductor production, new manufacturing and automation concepts are required, e.g., regarding the use of other substrates than silicon wafers. To allow a judgment on how an existing automated material handling system (AMHS) can cope with the new challenges or which alterations are required, a material flow simulation is essential. However, the planning and creation of such simulation experiments is difficult because of the systems complexity, the large amount of boundary conditions and the effort of manually modifying and testing many different variants, partially using currently unforeseen automation concepts. In order to assist in this process, the authors suggest a method for rapidly creating valid simulation experiments using an ontology that allows for the reuse of previous experiments and system experts knowledge."
"5054",2014,"Modeling and Analysis of Semiconductor Manufacturing","Simulation Applications in Semiconductor Manufacturing","Gerald Weigert (TUD/IAVT)","Simulation for Dedicated Line Small Lot Size Manufacturing","Wenyu Huang, Leo Ke and Tina Shen (TSMC)","With the speedup of product innovation, product life cycles are becoming shorter and shorter. To fully support customers, a foundry fab has to speed up its wafer-output schedule to shorten the time to market in the growth stage. High priority setting and small lot strategy are common techniques for accelerating manufacturing cycle time. However, small lot strategy would accompany 1.2% of extra equipment investment. The improvement should be sufficient so that the extra investment is worthy. Therefore, the novel strategy, dedicated line for small lot size manufacturing, is proposed in this paper, which allocates exclusive resources for expediting lots to greatly improve the manufacturing cycle time. By distinguishing dedicated lines from regular lines, the proposed strategy improves 21.7% of cycle time for expediting lots. Plenty of simulation results can evidence that the proposed strategy significantly outperforms mixed run mode."
"5055",2014,"Modeling and Analysis of Semiconductor Manufacturing","Yield Analytics II","Jei-Zheng Wu (Soochow University, Taiwan)","A Sampling Decision System for Semiconductor Manufacturing - Relying on Virtual Metrology and Actual Measurements","Daniel Kurz and Juergen Pilz (AAU Klagenfurt), Simone Pampuri and Andrea Schirru (University of Pavia) and Cristina De Luca (Infineon Technologies AG)","In this article, the relationships between virtual metrology and actual measurements are investigated with respect to a sampling decision system (SDS); specifically, a multilevel Virtual Metrology strategy is relied on to provide predictive information. Such virtual measurements serve as input for the sampling decision system, which in turn suggests the optimal measurement
                                strategy. Two approaches relying on decision-theoretical concepts are discussed: the expected value of measurement information (EVofMI) and a two stage sampling decision model. The basic assumption of the SDS-VM system is that it is not necessary to perform a real measurement until it is strictly needed. The
                                two methodologies are then validated relying on simulation studies and actual chemical vapor deposition (CVD) process and measurement data. The ability of the proposed system to sample dynamically the wafer measurements in dependence of the calculated risk is then evaluated and discussed."
"5056",2014,"Modeling and Analysis of Semiconductor Manufacturing","Yield Analytics II","Jei-Zheng Wu (Soochow University, Taiwan)","Device Level Maverick Screening - Detection of Risk Devices through Independent Component Analysis","Anja Zernig and Olivia Bluder (KAI- Kompetenzzentrum für Automobil- und Industrieelektronik GmbH), Jürgen Pilz (Alpen-Adria Universität Klagenfurt) and Andre Kästner (Infineon Technologies Austria AG)","Reliable semiconductor devices are of paramount importance as they are used in safety relevant applications. To guarantee the functionality of the devices, various electrical measurements are analyzed and devices outside pre-defined specification limits are scrapped. Despite numerous verification tests, risk devices (Mavericks) remain undetected. To counteract this, remedial actions are given by statistical screening methods, such as Part Average Testing and Good Die in Bad Neighborhood. For new semiconductor technologies it is expected that, due to the continuous miniaturization of devices, the performance of the currently applied screening methods to detect Mavericks will lack accuracy. To meet this challenge, new screening approaches are required. Therefore, we propose to use a data transformation which analyzes information sources instead of raw data. First results confirm that Independent Component Analysis extracts meaningful measurement information in a compact representation to enhance the detection of Mavericks."
"5057",2014,"Modeling and Analysis of Semiconductor Manufacturing","Yield Analytics II","Jei-Zheng Wu (Soochow University, Taiwan)","Modeling and Prediction of Smart Power Semiconductor Lifetime Data Using a Gaussian Process Prior","Kathrin Plankensteiner and Olivia Bluder (KAI - Kompetenzzentrum für Automobil- und Industrieelektronik GmbH) and Jürgen Pilz (Alpen-Adria Universität Klagenfurt)","In automotive industry end-of-life tests are necessary to verify that semiconductor products operate reliably. Due to limited test resources it is not possible to test all devices and thus, accelerated stress tests in combination with statistical models are commonly applied to achieve reliable forecasts. Challenging thereby is the highly complex data that shows mixture distributions and censoring. For the main purpose, the extrapolation to other test conditions or designs, neither frequently used acceleration models like Arrhenius, nor complex models like Bayesian Mixtures-of-Experts or Bayesian networks give accurate lifetime predictions, although, the latter two are precise in case of interpolation. To compensate the limitations of ordinary regression models, we propose the application of a Gaussian process prior. The proposed model shows a high degree of flexibility by exploiting sums or products of appropriate covariance functions, e.g., linear or exponential, and serves as a reliable alternative to currently applied methods."
"5058",2014,"Modeling Methodology","Novel Methods in Simulation Input and Output Analysis","PJ Byrne (Dublin City University)","On a Least Absolute Deviations Estimator of a Multivariate Convex Function","Eunji Lim (Kean University) and Yao Luo (Office Depot)","When estimating a performance measure f_* of a complex system from noisy data over a domain of interest, the underlying function f_* is often known to be
                                convex. In this case, one often uses convexity to better estimate f_* by fitting a convex function to data. The traditional way of fitting a convex function to data, which is done by computing a convex function minimizing the sum of squares, takes too long to compute. It also runs into an ""out of memory"" issue for large-scale datasets. In this paper, we propose a computationally efficient way of fitting a convex function by computing the best fit minimizing the sum of absolute deviations. The proposed least absolute deviations estimator can be computed more efficiently via a linear program than the traditional least squares estimator. We illustrate the efficiency of the proposed estimator through several examples."
"5059",2014,"Modeling Methodology","Novel Methods in Simulation Input and Output Analysis","PJ Byrne (Dublin City University)","On the Use of Gradients in Kriging Surrogate Models","Selvakumar Ulaganathan, Ivo Couckuyt and Tom Dhaene (Ghent University-iMINDS), Joris Degroote (Ghent University) and Eric Laermans (Ghent University-iMINDS)","The use of Kriging surrogate models has become popular in approximating computation-intensive deterministic computer models. In this work, the effect of enhancing Kriging surrogate models with a (partial) set of gradients is investigated. While, intuitively, gradient information is useful to enhance prediction accuracy, another motivation behind this work is to see whether it is worth including the gradients versus their computation time. Test results of two analytical functions and a fluid-structure interaction (FSI) problem from bio-mechanics show that this approach, known as Gradient Enhanced Kriging (GEK), can significantly enhance the accuracy of Kriging models even when the gradient data is only partially available."
"5060",2014,"Modeling Methodology","Novel Methods in Simulation Input and Output Analysis","PJ Byrne (Dublin City University)","HistoRIA: A New Tool for Simulation Input Analysis","Mohammadnaser Ansari, Ashkan Negahban, Fadel M. Megahed and Jeffrey S. Smith (Auburn University)","An important step in input modeling is the assessment of data being independently and identically distributed (IID). While this is straightforward when modeling stationary stochastic processes, it becomes more challenging when the stochastic process follows a non-stationary pattern where the probability distribution or its parameters depend on time. In this paper, we first discuss the challenges faced by using traditional approaches. We then introduce the Histograms and Rates for Input Analysis (HistoRIA) as a tool to facilitate input modeling. The tool automates the analysis process and significantly reduces the amount of time and effort required to test the IID assumptions. The generated HistoRIA plot is capable of effectively illustrating changes in the rate and distribution over time. Although originally designed and developed for simulation input analysis, the paper demonstrates how the tool can potentially be applicable in other areas where non-stationarity in the data is also common."
"5061",2014,"Modeling Methodology","Model-Based Systems Engineering for Simulation","Daniel Leonard (Productivity Apex, Inc.)","Simulation Model Generation of Discrete Event Logistics Systems (DELS) Using Software Design Patterns","Timothy Sprock and Leon F. McGinnis (Georgia Institute of Technology)","To provide automated access to multiple analysis tools, such as discrete event simulation or optimization, we extend current model-based systems engineering (MBSE) methodologies by introducing a new model to model transformation method based on object-oriented creational patterns from software design. Implemented in MATLAB’s discrete event simulation tool, SimEvents, we demonstrate the methodology by generating two distinct use cases based on a distribution supply chain and manufacturing system."
"5062",2014,"Modeling Methodology","Model-Based Systems Engineering for Simulation","Daniel Leonard (Productivity Apex, Inc.)","A Model-Driven Engineering Framework for Reproducible Simulation Experiment Lifecycle Management","Alejandro Teran-Somohano (Auburn University), Orcun Dayibas (Middle East Technical University) and Levent Yilmaz and Alice E. Smith (Auburn University)","Goal-directed reproducible experimentation with simulation models is still a significant challenge. The underutilization of design of experiments, limited transparency in the collection and analysis of results, and ad-hoc adaptation of experiments as learning takes place continue to hamper reproducibility and hence cause a credibility gap. In this study, we propose a strategy that leverages the synergies between model-driven engineering, intelligent agent technology, and variability modeling to support the management of the lifecycle of a simulation experiment. Experiment design and workflow models are introduced for configurable experiment synthesis and execution. Feature-based variability modeling is used to design a family of experiments, which can be leveraged by ontology-driven software agents to configure, execute, and reproduce experiments. Online experiment adaptation is proposed as a strategy to facilitate dynamic experiment model updating as objectives shift from validation to variable screening, understanding, and optimization."
"5063",2014,"Modeling Methodology","Model-Based Systems Engineering for Simulation","Daniel Leonard (Productivity Apex, Inc.)","The Simulation Life-Cycle: Supporting the Data Collection and Representation Phase","James Byrne, PJ Byrne, Diana Carvalho e Ferreira and Anne Marie Ivers (Dublin City University)","The life-cycle of a DES study goes through a number of phases, from initially goal setting to validation of experiments. Of these, the phases to support DES data collection and representation have been underrepresented in the literature to date. This paper sets out to describe a process of data collection and representation for DES within the context of the DES life-cycle. It is recognized that for large companies the data collection and representation phase differs when compared to SMEs. Due to the high complexity in performing a DES study in an SME data might not be in a DES ready format in existence whatsoever. This complexity can cost without budgets to meet it. This paper describes an expanded process in relation to the data collection and representation phase specifically for SMEs. Finally, a preliminary high level overview of a prototype is presented which supports this phase at an SME level."
"5064",2014,"Modeling Methodology","Efficient Design and Execution of Complex Simulations","Raha Akhavan-Tabatabaei (Universidad de los Andes)","Profile Driven Partitioning of Parallel Simulation Models","AJ Alt and Philip Wilsey (University of Cincinnati)","A considerable amount of research on parallel discrete event simulation has been conducted over the past few decades.  However, most of this research has targeted the parallel simulation infrastructure; focusing on data structures, algorithms, and synchronization methods for parallel simulation kernels.  Unfortunately, distributed environments have high communication latencies that can reduce the potential performance of parallel simulations.  Effective partitioning of the concurrent simulation objects of the real world models can have a large impact on the amount of network traffic necessary in the simulation, and consequently the overall performance.  This paper presents our studies on profiling the characteristics of simulation models and using the collected data to perform partitioning of the models for concurrent execution.  Our benchmarks show that Profile Guided Partitioning can result in dramatic performance gains in the parallel simulations.  In some of the models, 5-fold improvements of the run time of the concurrently executed simulations were observed."
"5065",2014,"Modeling Methodology","Efficient Design and Execution of Complex Simulations","Raha Akhavan-Tabatabaei (Universidad de los Andes)","Efficient Design Selection in Microgrid Simulations","Mehrad Bastani, Aristotelis E. Thanos and Nurcin Celik (University of Miami) and Chun-Hung Chen (George Mason University)","Microgrids (MGs) offer new technologies for semiautonomous grouping of alternative energy loads fed into a power grid in a coordinated manner. Simulations of these microgrids are time critical yet computationally demanding, inherently complex, and dynamic, especially when they are constructed for control purposes.  In this paper, we address the design ranking and selection problem in MG simulations from a set of finite alternatives in the presence of stochastic constraints. Each design encapsulates a different level of control of the segregation mechanism within the system, and a performance function measured as a combination of the incurred cost and energy surety. Building on this performance function, optimal computing budget allocation (OCBA) method is used to efficiently allocate simulation replications for selecting the best design with significant accuracy and reasonable computational burden. Computational results on a multi-scale MG testbed have shown that OCBA algorithm outperforms equal and proportional to variance allocation of replications."
"5066",2014,"Modeling Methodology","Efficient Design and Execution of Complex Simulations","Raha Akhavan-Tabatabaei (Universidad de los Andes)","Investigating the Speedup of Systems Biology Simulation Using the SZTAKI Desktop Grid","Simon J. E. Taylor and Mohammadmersad Ghorbani (Brunel University), Navonil Mustafee (University of Exeter), Tamas Kiss and Peter Borsody (University of Westminster) and Annette Payne and David Gilbert (Brunel University)","Systems biology studies the complex interactions of biological and biochemical systems rather than their individual molecular components. System biology simulations can be embarrassingly parallel jobs that have no dependency among individual simulation instances, and thus lend themselves to parallel execution over distributed resources to reduce their overall execution time. One example of such distributed resources is a Desktop Grid for Volunteer Computing that aims to use vast numbers of computers to support scientific applications. The SZTAKI Desktop Grid (SZDG) uses a modified form of the volunteer computing software BOINC to implement an institution-wide Desktop Grid. This paper reports on experiences of porting the SIMAP systems biology ODE simulator to SZDG. A case study using a simulation of the mammalian ErbB signaling pathway reports on significant speedup."
"5067",2014,"Modeling Methodology","Panel: Modeling for Everyone","Paul Fishwick (University of Texas at Dallas)","Modeling for Everyone: Emphasizing the Role of Modeling in STEM Education","Paul Fishwick (University of Texas at Dallas), Sally Brailsford (University of Southampton), Simon J. E. Taylor (Brunel University), Andreas Tolk (SimIS Inc.) and Adelinde Uhrmacher (University of Rostock)","Modeling is a creative activity known and practiced by most in industry, government, and academia. A model is a construct of language coded using different technologies—from print and physical media to computer-generated synthetic environments. The activity of modeling is so central to human cognition, that we must ask ourselves whether modeling should be more clearly emphasized in education, especially within science, technology, engineering, and mathematics (STEM) fields. Coding has recently been suggested as a skill that everyone needs to acquire for the 21st Century. Can modeling be situated along side coding? We explore the connections between modeling and coding, and stress the importance of model literacy for all."
"5068",2014,"Modeling Methodology","Panel: The Future of Research in Modeling and Simulation","Levent Yilmaz (Auburn University)","NA","Levent Yilmaz (Auburn University), Simon J. E. Taylor (Brunel University), Richard Fujimoto (Georgia Institute of Technology) and Frederica Darema (Air Force Office of Scientific Research)","Due to the increasing availability of data and wider use of analytics, the ingredients for increased reliance on modeling and simulation are now present.  Tremendous progress has been made in the field of modeling and simulation over the last six decades.  Software and methodologies have advanced greatly.  In the area of weather, future-casts based on model predictions have become highly accurate and heavily relied upon.  This is happening in other domains, as well. In a similar vein, drivers may come to rely upon future-casts of traffic that are based on predictions from models fed by sensor data. The need for and the capabilities of simulation have never been greater.  This panel will examine the future of research in modeling and simulation by (1) examining prior progress, (2) pointing out current weaknesses and limitations, (3) highlighting directions for future research, and (4) discussing support for research including funding opportunities."
"5069",2014,"Modeling Methodology","Novel Approaches in Facilitating Simulation Modeling and Analysis","Adelinde M. Uhrmacher (University of Rostock)","A Structured DEVS Model Representation Based on Extended Structured Modeling","Yunping Hu (Institute of Cyber-Systems and Control), Jun Xiao (Institute of Cyber-Systems  and Control), Gang Rong (Institute of Cyber-Systems and Control) and Xiaolin Hu (Department of Computer Science)","Developing a simulation model needs lots of costs. If the model elements can be reused in newly developed models of the same physical system, the modeling costs will be reduced. Traditional DEVS model representations depend on programming languages. A modeler is difficult to identify the DEVS semantics of model elements, which limits the reuse of existing models. In this paper, the structured modeling technology is used to represent DEVS models. A DEVS model is represented as a structured model. An atomic model can be represented as a genus graph and a modular tree, and a coupled model can be represented as elemental detailed tables. Based on the visual representation, models can be stored, maintained and reused easily. Two cases for the application of structured DEVS model representation are also presented."
"5070",2014,"Modeling Methodology","Novel Approaches in Facilitating Simulation Modeling and Analysis","Adelinde M. Uhrmacher (University of Rostock)","Development of an Open-Source Discrete Event Simulation Cloud Enabled Platform","Cathal Heavey, Georgios Dagkakis, Panagiotis Barlas and Ioannis Papagiannopoulos (University of Limerick) and Sébastien Robin, Jérôme Perrin and Marco Mariani (Nexedi)","Discrete Event Simulation (DES) is traditionally one of the most popular operation research techniques. Nevertheless, organizations, and especially Small and Medium Enterprises (SMEs), are often reluctant to invest in DES projects. The high cost of developing and maintaining DES models, the high volume of data that these need in order to provide valid results and the difficulty in embedding them in real time problems, are some of the problems that deter organizations from adopting DES based solutions. DREAM is an FP7 project that has the aspiration to produce an Open Source (OS) platform, which will confront the above issues. The DREAM architecture consists of three cloud enabled modules, a semantic free Simulation Engine (SE), a Knowledge Extraction (KE) tool and a customizable web-based Graphical User Interface (GUI). We present how these components cooperate and how an advanced user can manipulate them in order to develop tailored solutions for companies."
"5071",2014,"Modeling Methodology","Novel Approaches in Facilitating Simulation Modeling and Analysis","Adelinde M. Uhrmacher (University of Rostock)","Perspectives on Languages for Specifying Simulation Experiments","Johannes Schützel and Danhua Peng (University of Rostock), L. Felipe Perrone (Bucknell University) and Adelinde M. Uhrmacher (University of Rostock)","Domain specific languages have been used in modeling and simulation as tools for model description. In recent years, the efforts toward enabling simulation reproducibility have motivated the use of domain specific languages also as the means with which to express experiment specifications. In simulation areas ranging from computational biology to computer networks, the emerging trend is to treat the experimentation process as a first class object. Domain specific languages serve to specify individual sub-tasks in this process, such as configuration, observation, analysis, and evaluation of experimental results. Additionally, they can be used in a broader scope, for instance, to describe formally the experiment's goals. The research and development of domain specific languages for experiment specification explores all of these and additional possible applications. In this paper, we discuss various existing approaches for defining this type of domain specific languages and present a critical analysis of our findings."
"5072",2014,"Modeling Methodology","Simulation for Applications in Traffic and Supply Chains","Navonil Mustafee (University of Exeter)","Automatic Generation of Route Networks for Microscopic Traffic Simulations","Niclas Feldkamp and Steffen Strassburger (Ilmenau University of Technology)","Microscopic traffic simulation is a well-accepted simulation approach for simulation problems where the effects of individual driver behavior and/or vehicle interactions need to be taken into account at a fairly detailed level. Such problems include the optimization of traffic light controls patterns or the design of lane layouts at intersections. Such simulation models typically require very detailed and accurate models of the underlying road networks. The manual creation of such networks constitutes a high effort, limiting the simulated area in practical applications to the absolutely necessary. With the increased availability of satellite based geographical data we investigate, if and how such data can be automatically transformed into route networks with adequate level of detail for microscopic traffic simulation models. We further outline the design of data structures for an extensible simulation framework for microscopic traffic simulation which is capable of including different types of publically available data sources."
"5073",2014,"Modeling Methodology","Simulation for Applications in Traffic and Supply Chains","Navonil Mustafee (University of Exeter)","A Discrete-Event Simulation Model to Estimate the Number of Participants in the Ciclovia Program of Bogota","Melisa Murcia, María J. Rivera, Raha Akhavan-Tabatabaei and Olga L. Sarmiento (Universidad de los Andes)","Ciclovia or Open-Street Programs are free multi-sectorial programs for people from different socio-economic backgrounds where public spaces are closed to motorized traffic and open for leisure activities. Over the past few years the expansion rate of such programs worldwide has dramatically increased due to their general benefits to the public health and their resource-efficient implementation. Performance indicators of Ciclovia programs allow analyzing their impact on public health, with the number of participants being a key performance indicator. Thus the reliable estimation of this number is crucial to measuring the cost-effectiveness of the programs for the cities and municipalities, and a unified and flexible estimation methodology allows comparisons between programs. In this paper, we propose a model to estimate this indicator and apply our approach to a case study in the city of Bogota, with the largest program in the world, where we estimate an average of 675,000 participants per day."
"5074",2014,"Modeling Methodology","Simulation for Applications in Traffic and Supply Chains","Navonil Mustafee (University of Exeter)","A Review of Literature in Distributed Supply Chain Simulation","Navonil Mustafee (University of Exeter), Korina Katsaliaki (International Hellenic University) and Simon J. E. Taylor (Brunel University)","M&S is a decision support technique that enables stakeholders to make better and more informed decisions; application of this to supply chains is referred to as supply chain simulation. The increasingly interconnected enterprise of the digital age benefit from cooperative decision making through the utilization of existing technological foundations, standards and tools (e.g., computer networks, data sharing standards, tools for collaborative working). Distributed Supply Chain Simulation (DSCS) facilitates such collective decision making by enabling simulation models of individual business processes/organizations to execute cooperatively over a computer network. The aim of this research is to identifying the advances in DSCS and its present state of play. Towards realization of this aim we present a methodological review of literature and complement this with our domain-specific knowledge in supply chains and parallel and distributed simulation."
"5075",2014,"Modeling Methodology","Dynamic Data Driven Application Systems","Young-Jun Son (University of Arizona)","Past and Future Trees: Structures for and Predicting Vehicle Trajectories in Real-Time","Philip K. Pecher, Michael P. Hunter and Richard M. Fujimoto (Georgia Institute of Technology)","We propose a data structure that stores previously observed vehicle paths in a given area in order to predict the forward trajectory of an observed vehicle at any stage. Incomplete vehicle trajectories are conditioned against in a Past Tree, to predict future trajectories in another tree structure - a Future Tree. Many use cases in transportation simulation benefit from higher validity by considering historical paths in determining how to route vehicle entities. Instead of assigning static and independent turn probabilities at intersections, the storage and retrieval of historical path information can give a more accurate picture of future traffic trends and enhance the capabilities of real-time simulations to, say, inform mobile phone users of expected traffic jams along certain segments, direct the search efforts of law enforcement personnel, or allow more effective synchronization of traffic signals."
"5076",2014,"Modeling Methodology","Dynamic Data Driven Application Systems","Young-Jun Son (University of Arizona)","Map Stream: Initializing What-If Analyses for Real-Time Symbiotic Traffic Simulations","Abhinav Sunderrajan and Heiko Aydt (TUM-CREATE) and Wentong Cai (Nanyang Technological University)","In the context of a city-scale symbiotic traffic simulation, real-time data about the location of many vehicles are obtained in the form of a continuous data-stream. In this paper, we present a scalable solution for performing map-matching using sliding-windows over a GPS data-stream onto a digital road network for initializing the what-if analysis process involved in symbiotic simulations. We focus on the optimizations performed to ensure that the latency associated with the map-matching process is low while maintaining a high degree of accuracy. Experimental results reveal the range in terms of sampling interval and noise for acceptable reliability and latency."
"5077",2014,"Modeling Methodology","Dynamic Data Driven Application Systems","Young-Jun Son (University of Arizona)","A DDDAMS-Based UAV and UGV Team Formation Approach for Surveillance and Crowd Control","Amirreza M. Khaleghi, Dong Xu, Sara Minaeian, Mingyang Li and Yifei Yuan (The University of Arizona), Christopher Vo and Jyh-Ming Lien (George Mason University) and Jian Liu and Young-Jun Son (The University of Arizona)","The goal of this paper is to study the team formation of multiple UAVs and UGVs for collaborative surveillance and crowd control under uncertain scenarios (e.g., crowd splitting). A comprehensive and coherent dynamic data driven adaptive multi-scale simulation (DDDAMS) framework is adopted, with the focus on simulation-based planning and control strategies related to the surveillance problem considered in this paper. To enable the team formation of multiple UAVs and UGVs, a two stage approach involving 1) crowd clustering and 2) UAV/UGV team assignment is proposed during the system operations by considering the geometry of the crowd clusters and solving a multi-objective optimization problem. For the experiment, an integrated testbed has been developed based on agent-based hardware-in-the-loop simulation involving seamless communications among simulated and real vehicles. Preliminary results indicate the effectiveness and efficiency of the proposed approach for the team formation of multiple UAVs and UGVs."
"5078",2014,"Modeling Methodology","Modeling Methodology for Advanced Simulation Architectures","Luis Rabello (University of Central Florida)","A DDS-Based Distributed Simulation Approach for Engineering-Level Models","Dohyung Kim, Ockhyun Paek, Taeho Lee and Samjoon Park (Agency for Defense Development) and Hyunshik Bae (SIMNET Co., Ltd.)","AddSIM is a component-based simulation environment that has been developed for weapon system modeling and engagement simulation. While AddSIM addresses component-based model development and reuse issues, it does not fully consider distributed simulation for massive and frequently changing data. We studied some approaches to develop an engagement simulation environment based on data distribution service for distributed systems (DDS). This article introduces three different approaches to apply DDS to AddSIM and describes their advantages and disadvantages. Then, we choose the best way to develop the mixture of AddSIM and DDS. According to the proposed approach, we explain the data exchange mechanism between AddSIM nodes and time synchronization for correct execution. We also define several DDS topic types for interoperation. Finally, we describe an anti-ship warfare case study to show the difference between AddSIM and the proposed approach."
